combinacion;num1;num2;num3;num4;num5;num6
891073;8;9;1;0;7;3
891307;8;9;1;3;0;7
891370;8;9;1;3;7;0
891703;8;9;1;7;0;3
891730;8;9;1;7;3;0
893017;8;9;3;0;1;7
893071;8;9;3;0;7;1
893107;8;9;3;1;0;7
893170;8;9;3;1;7;0
893701;8;9;3;7;0;1
893710;8;9;3;7;1;0
897013;8;9;7;0;1;3
897031;8;9;7;0;3;1
897103;8;9;7;1;0;3
897130;8;9;7;1;3;0
897301;8;9;7;3;0;1
897310;8;9;7;3;1;0
901378;9;0;1;3;7;8
901387;9;0;1;3;8;7
901738;9;0;1;7;3;8
901783;9;0;1;7;8;3
901837;9;0;1;8;3;7
901873;9;0;1;8;7;3
903178;9;0;3;1;7;8
903187;9;0;3;1;8;7
903718;9;0;3;7;1;8
903781;9;0;3;7;8;1
903817;9;0;3;8;1;7
903871;9;0;3;8;7;1
907138;9;0;7;1;3;8
907183;9;0;7;1;8;3
907318;9;0;7;3;1;8
907381;9;0;7;3;8;1
907813;9;0;7;8;1;3
907831;9;0;7;8;3;1
908137;9;0;8;1;3;7
908173;9;0;8;1;7;3
908317;9;0;8;3;1;7
908371;9;0;8;3;7;1
908713;9;0;8;7;1;3
908731;9;0;8;7;3;1
910378;9;1;0;3;7;8
910387;9;1;0;3;8;7
910738;9;1;0;7;3;8
910783;9;1;0;7;8;3
910837;9;1;0;8;3;7
910873;9;1;0;8;7;3
913078;9;1;3;0;7;8
913087;9;1;3;0;8;7
913708;9;1;3;7;0;8
913780;9;1;3;7;8;0
913807;9;1;3;8;0;7
913870;9;1;3;8;7;0
917038;9;1;7;0;3;8
917083;9;1;7;0;8;3
917308;9;1;7;3;0;8
917380;9;1;7;3;8;0
917803;9;1;7;8;0;3
917830;9;1;7;8;3;0
918037;9;1;8;0;3;7
918073;9;1;8;0;7;3
918307;9;1;8;3;0;7
918370;9;1;8;3;7;0
918703;9;1;8;7;0;3
918730;9;1;8;7;3;0
930178;9;3;0;1;7;8
930187;9;3;0;1;8;7
930718;9;3;0;7;1;8
930781;9;3;0;7;8;1
930817;9;3;0;8;1;7
930871;9;3;0;8;7;1
931078;9;3;1;0;7;8
931087;9;3;1;0;8;7
931708;9;3;1;7;0;8
931780;9;3;1;7;8;0
931807;9;3;1;8;0;7
931870;9;3;1;8;7;0
937018;9;3;7;0;1;8
937081;9;3;7;0;8;1
937108;9;3;7;1;0;8
937180;9;3;7;1;8;0
937801;9;3;7;8;0;1
937810;9;3;7;8;1;0
938017;9;3;8;0;1;7
938071;9;3;8;0;7;1
938107;9;3;8;1;0;7
938170;9;3;8;1;7;0
938701;9;3;8;7;0;1
938710;9;3;8;7;1;0
970138;9;7;0;1;3;8
970183;9;7;0;1;8;3
970318;9;7;0;3;1;8
970381;9;7;0;3;8;1
970813;9;7;0;8;1;3
970831;9;7;0;8;3;1
971038;9;7;1;0;3;8
971083;9;7;1;0;8;3
971308;9;7;1;3;0;8
971380;9;7;1;3;8;0
971803;9;7;1;8;0;3
971830;9;7;1;8;3;0
973018;9;7;3;0;1;8
973081;9;7;3;0;8;1
973108;9;7;3;1;0;8
973180;9;7;3;1;8;0
973801;9;7;3;8;0;1
973810;9;7;3;8;1;0
978013;9;7;8;0;1;3
978031;9;7;8;0;3;1
978103;9;7;8;1;0;3
978130;9;7;8;1;3;0
978301;9;7;8;3;0;1
978310;9;7;8;3;1;0
980137;9;8;0;1;3;7
980173;9;8;0;1;7;3
980317;9;8;0;3;1;7
980371;9;8;0;3;7;1
980713;9;8;0;7;1;3
980731;9;8;0;7;3;1
981037;9;8;1;0;3;7
981073;9;8;1;0;7;3
981307;9;8;1;3;0;7
981370;9;8;1;3;7;0
981703;9;8;1;7;0;3
981730;9;8;1;7;3;0
983017;9;8;3;0;1;7
983071;9;8;3;0;7;1
983107;9;8;3;1;0;7
983170;9;8;3;1;7;0
983701;9;8;3;7;0;1
983710;9;8;3;7;1;0
987013;9;8;7;0;1;3
987031;9;8;7;0;3;1
987103;9;8;7;1;0;3
987130;9;8;7;1;3;0
987301;9;8;7;3;0;1
987310;9;8;7;3;1;0
014567;0;1;4;5;6;7
014576;0;1;4;5;7;6
014657;0;1;4;6;5;7
014675;0;1;4;6;7;5
014756;0;1;4;7;5;6
014765;0;1;4;7;6;5
015467;0;1;5;4;6;7
015476;0;1;5;4;7;6
015647;0;1;5;6;4;7
015674;0;1;5;6;7;4
015746;0;1;5;7;4;6
015764;0;1;5;7;6;4
016457;0;1;6;4;5;7
016475;0;1;6;4;7;5
016547;0;1;6;5;4;7
016574;0;1;6;5;7;4
016745;0;1;6;7;4;5
016754;0;1;6;7;5;4
017456;0;1;7;4;5;6
017465;0;1;7;4;6;5
017546;0;1;7;5;4;6
017564;0;1;7;5;6;4
017645;0;1;7;6;4;5
017654;0;1;7;6;5;4
041567;0;4;1;5;6;7
041576;0;4;1;5;7;6
041657;0;4;1;6;5;7
041675;0;4;1;6;7;5
041756;0;4;1;7;5;6
041765;0;4;1;7;6;5
045167;0;4;5;1;6;7
045176;0;4;5;1;7;6
045617;0;4;5;6;1;7
045671;0;4;5;6;7;1
045716;0;4;5;7;1;6
045761;0;4;5;7;6;1
046157;0;4;6;1;5;7
046175;0;4;6;1;7;5
046517;0;4;6;5;1;7
046571;0;4;6;5;7;1
046715;0;4;6;7;1;5
046751;0;4;6;7;5;1
047156;0;4;7;1;5;6
047165;0;4;7;1;6;5
047516;0;4;7;5;1;6
047561;0;4;7;5;6;1
047615;0;4;7;6;1;5
047651;0;4;7;6;5;1
051467;0;5;1;4;6;7
051476;0;5;1;4;7;6
051647;0;5;1;6;4;7
051674;0;5;1;6;7;4
051746;0;5;1;7;4;6
051764;0;5;1;7;6;4
054167;0;5;4;1;6;7
054176;0;5;4;1;7;6
054617;0;5;4;6;1;7
054671;0;5;4;6;7;1
054716;0;5;4;7;1;6
054761;0;5;4;7;6;1
056147;0;5;6;1;4;7
056174;0;5;6;1;7;4
056417;0;5;6;4;1;7
056471;0;5;6;4;7;1
056714;0;5;6;7;1;4
056741;0;5;6;7;4;1
057146;0;5;7;1;4;6
057164;0;5;7;1;6;4
057416;0;5;7;4;1;6
057461;0;5;7;4;6;1
057614;0;5;7;6;1;4
057641;0;5;7;6;4;1
061457;0;6;1;4;5;7
061475;0;6;1;4;7;5
061547;0;6;1;5;4;7
061574;0;6;1;5;7;4
061745;0;6;1;7;4;5
061754;0;6;1;7;5;4
064157;0;6;4;1;5;7
064175;0;6;4;1;7;5
064517;0;6;4;5;1;7
064571;0;6;4;5;7;1
064715;0;6;4;7;1;5
064751;0;6;4;7;5;1
065147;0;6;5;1;4;7
065174;0;6;5;1;7;4
065417;0;6;5;4;1;7
065471;0;6;5;4;7;1
065714;0;6;5;7;1;4
065741;0;6;5;7;4;1
067145;0;6;7;1;4;5
067154;0;6;7;1;5;4
067415;0;6;7;4;1;5
067451;0;6;7;4;5;1
067514;0;6;7;5;1;4
067541;0;6;7;5;4;1
071456;0;7;1;4;5;6
071465;0;7;1;4;6;5
071546;0;7;1;5;4;6
071564;0;7;1;5;6;4
071645;0;7;1;6;4;5
071654;0;7;1;6;5;4
074156;0;7;4;1;5;6
074165;0;7;4;1;6;5
074516;0;7;4;5;1;6
074561;0;7;4;5;6;1
074615;0;7;4;6;1;5
074651;0;7;4;6;5;1
075146;0;7;5;1;4;6
075164;0;7;5;1;6;4
075416;0;7;5;4;1;6
075461;0;7;5;4;6;1
075614;0;7;5;6;1;4
075641;0;7;5;6;4;1
076145;0;7;6;1;4;5
076154;0;7;6;1;5;4
076415;0;7;6;4;1;5
076451;0;7;6;4;5;1
076514;0;7;6;5;1;4
076541;0;7;6;5;4;1
104567;1;0;4;5;6;7
104576;1;0;4;5;7;6
104657;1;0;4;6;5;7
104675;1;0;4;6;7;5
104756;1;0;4;7;5;6
104765;1;0;4;7;6;5
105467;1;0;5;4;6;7
105476;1;0;5;4;7;6
105647;1;0;5;6;4;7
105674;1;0;5;6;7;4
105746;1;0;5;7;4;6
105764;1;0;5;7;6;4
106457;1;0;6;4;5;7
106475;1;0;6;4;7;5
106547;1;0;6;5;4;7
106574;1;0;6;5;7;4
106745;1;0;6;7;4;5
106754;1;0;6;7;5;4
107456;1;0;7;4;5;6
107465;1;0;7;4;6;5
107546;1;0;7;5;4;6
107564;1;0;7;5;6;4
107645;1;0;7;6;4;5
107654;1;0;7;6;5;4
140567;1;4;0;5;6;7
140576;1;4;0;5;7;6
140657;1;4;0;6;5;7
140675;1;4;0;6;7;5
140756;1;4;0;7;5;6
140765;1;4;0;7;6;5
145067;1;4;5;0;6;7
145076;1;4;5;0;7;6
145607;1;4;5;6;0;7
145670;1;4;5;6;7;0
145706;1;4;5;7;0;6
145760;1;4;5;7;6;0
146057;1;4;6;0;5;7
146075;1;4;6;0;7;5
146507;1;4;6;5;0;7
146570;1;4;6;5;7;0
146705;1;4;6;7;0;5
146750;1;4;6;7;5;0
147056;1;4;7;0;5;6
147065;1;4;7;0;6;5
147506;1;4;7;5;0;6
147560;1;4;7;5;6;0
147605;1;4;7;6;0;5
147650;1;4;7;6;5;0
150467;1;5;0;4;6;7
150476;1;5;0;4;7;6
150647;1;5;0;6;4;7
150674;1;5;0;6;7;4
150746;1;5;0;7;4;6
150764;1;5;0;7;6;4
154067;1;5;4;0;6;7
154076;1;5;4;0;7;6
154607;1;5;4;6;0;7
154670;1;5;4;6;7;0
154706;1;5;4;7;0;6
154760;1;5;4;7;6;0
156047;1;5;6;0;4;7
156074;1;5;6;0;7;4
156407;1;5;6;4;0;7
156470;1;5;6;4;7;0
156704;1;5;6;7;0;4
156740;1;5;6;7;4;0
157046;1;5;7;0;4;6
157064;1;5;7;0;6;4
157406;1;5;7;4;0;6
157460;1;5;7;4;6;0
157604;1;5;7;6;0;4
157640;1;5;7;6;4;0
160457;1;6;0;4;5;7
160475;1;6;0;4;7;5
160547;1;6;0;5;4;7
160574;1;6;0;5;7;4
160745;1;6;0;7;4;5
160754;1;6;0;7;5;4
164057;1;6;4;0;5;7
164075;1;6;4;0;7;5
164507;1;6;4;5;0;7
164570;1;6;4;5;7;0
164705;1;6;4;7;0;5
164750;1;6;4;7;5;0
165047;1;6;5;0;4;7
165074;1;6;5;0;7;4
165407;1;6;5;4;0;7
165470;1;6;5;4;7;0
165704;1;6;5;7;0;4
165740;1;6;5;7;4;0
167045;1;6;7;0;4;5
167054;1;6;7;0;5;4
167405;1;6;7;4;0;5
167450;1;6;7;4;5;0
167504;1;6;7;5;0;4
167540;1;6;7;5;4;0
170456;1;7;0;4;5;6
170465;1;7;0;4;6;5
170546;1;7;0;5;4;6
170564;1;7;0;5;6;4
170645;1;7;0;6;4;5
170654;1;7;0;6;5;4
174056;1;7;4;0;5;6
174065;1;7;4;0;6;5
174506;1;7;4;5;0;6
174560;1;7;4;5;6;0
174605;1;7;4;6;0;5
174650;1;7;4;6;5;0
175046;1;7;5;0;4;6
175064;1;7;5;0;6;4
175406;1;7;5;4;0;6
175460;1;7;5;4;6;0
175604;1;7;5;6;0;4
175640;1;7;5;6;4;0
176045;1;7;6;0;4;5
176054;1;7;6;0;5;4
176405;1;7;6;4;0;5
176450;1;7;6;4;5;0
176504;1;7;6;5;0;4
176540;1;7;6;5;4;0
401567;4;0;1;5;6;7
401576;4;0;1;5;7;6
401657;4;0;1;6;5;7
401675;4;0;1;6;7;5
401756;4;0;1;7;5;6
401765;4;0;1;7;6;5
405167;4;0;5;1;6;7
405176;4;0;5;1;7;6
405617;4;0;5;6;1;7
405671;4;0;5;6;7;1
405716;4;0;5;7;1;6
405761;4;0;5;7;6;1
406157;4;0;6;1;5;7
406175;4;0;6;1;7;5
406517;4;0;6;5;1;7
406571;4;0;6;5;7;1
406715;4;0;6;7;1;5
406751;4;0;6;7;5;1
407156;4;0;7;1;5;6
407165;4;0;7;1;6;5
407516;4;0;7;5;1;6
407561;4;0;7;5;6;1
407615;4;0;7;6;1;5
407651;4;0;7;6;5;1
410567;4;1;0;5;6;7
410576;4;1;0;5;7;6
410657;4;1;0;6;5;7
410675;4;1;0;6;7;5
410756;4;1;0;7;5;6
410765;4;1;0;7;6;5
415067;4;1;5;0;6;7
415076;4;1;5;0;7;6
415607;4;1;5;6;0;7
415670;4;1;5;6;7;0
415706;4;1;5;7;0;6
415760;4;1;5;7;6;0
416057;4;1;6;0;5;7
416075;4;1;6;0;7;5
416507;4;1;6;5;0;7
416570;4;1;6;5;7;0
416705;4;1;6;7;0;5
416750;4;1;6;7;5;0
417056;4;1;7;0;5;6
417065;4;1;7;0;6;5
417506;4;1;7;5;0;6
417560;4;1;7;5;6;0
417605;4;1;7;6;0;5
417650;4;1;7;6;5;0
450167;4;5;0;1;6;7
450176;4;5;0;1;7;6
450617;4;5;0;6;1;7
450671;4;5;0;6;7;1
450716;4;5;0;7;1;6
450761;4;5;0;7;6;1
451067;4;5;1;0;6;7
451076;4;5;1;0;7;6
451607;4;5;1;6;0;7
451670;4;5;1;6;7;0
451706;4;5;1;7;0;6
451760;4;5;1;7;6;0
456017;4;5;6;0;1;7
456071;4;5;6;0;7;1
456107;4;5;6;1;0;7
456170;4;5;6;1;7;0
456701;4;5;6;7;0;1
456710;4;5;6;7;1;0
457016;4;5;7;0;1;6
457061;4;5;7;0;6;1
457106;4;5;7;1;0;6
457160;4;5;7;1;6;0
457601;4;5;7;6;0;1
457610;4;5;7;6;1;0
460157;4;6;0;1;5;7
460175;4;6;0;1;7;5
460517;4;6;0;5;1;7
460571;4;6;0;5;7;1
460715;4;6;0;7;1;5
460751;4;6;0;7;5;1
461057;4;6;1;0;5;7
461075;4;6;1;0;7;5
461507;4;6;1;5;0;7
461570;4;6;1;5;7;0
461705;4;6;1;7;0;5
461750;4;6;1;7;5;0
465017;4;6;5;0;1;7
465071;4;6;5;0;7;1
465107;4;6;5;1;0;7
465170;4;6;5;1;7;0
465701;4;6;5;7;0;1
465710;4;6;5;7;1;0
467015;4;6;7;0;1;5
467051;4;6;7;0;5;1
467105;4;6;7;1;0;5
467150;4;6;7;1;5;0
467501;4;6;7;5;0;1
467510;4;6;7;5;1;0
470156;4;7;0;1;5;6
470165;4;7;0;1;6;5
470516;4;7;0;5;1;6
470561;4;7;0;5;6;1
470615;4;7;0;6;1;5
470651;4;7;0;6;5;1
471056;4;7;1;0;5;6
471065;4;7;1;0;6;5
471506;4;7;1;5;0;6
471560;4;7;1;5;6;0
471605;4;7;1;6;0;5
471650;4;7;1;6;5;0
475016;4;7;5;0;1;6
475061;4;7;5;0;6;1
475106;4;7;5;1;0;6
475160;4;7;5;1;6;0
475601;4;7;5;6;0;1
475610;4;7;5;6;1;0
476015;4;7;6;0;1;5
476051;4;7;6;0;5;1
476105;4;7;6;1;0;5
476150;4;7;6;1;5;0
476501;4;7;6;5;0;1
476510;4;7;6;5;1;0
501467;5;0;1;4;6;7
501476;5;0;1;4;7;6
501647;5;0;1;6;4;7
501674;5;0;1;6;7;4
501746;5;0;1;7;4;6
501764;5;0;1;7;6;4
504167;5;0;4;1;6;7
504176;5;0;4;1;7;6
504617;5;0;4;6;1;7
504671;5;0;4;6;7;1
504716;5;0;4;7;1;6
504761;5;0;4;7;6;1
506147;5;0;6;1;4;7
506174;5;0;6;1;7;4
506417;5;0;6;4;1;7
506471;5;0;6;4;7;1
506714;5;0;6;7;1;4
506741;5;0;6;7;4;1
507146;5;0;7;1;4;6
507164;5;0;7;1;6;4
507416;5;0;7;4;1;6
507461;5;0;7;4;6;1
507614;5;0;7;6;1;4
507641;5;0;7;6;4;1
510467;5;1;0;4;6;7
510476;5;1;0;4;7;6
510647;5;1;0;6;4;7
510674;5;1;0;6;7;4
510746;5;1;0;7;4;6
510764;5;1;0;7;6;4
514067;5;1;4;0;6;7
514076;5;1;4;0;7;6
514607;5;1;4;6;0;7
514670;5;1;4;6;7;0
514706;5;1;4;7;0;6
514760;5;1;4;7;6;0
516047;5;1;6;0;4;7
516074;5;1;6;0;7;4
516407;5;1;6;4;0;7
516470;5;1;6;4;7;0
516704;5;1;6;7;0;4
516740;5;1;6;7;4;0
517046;5;1;7;0;4;6
517064;5;1;7;0;6;4
517406;5;1;7;4;0;6
517460;5;1;7;4;6;0
517604;5;1;7;6;0;4
517640;5;1;7;6;4;0
540167;5;4;0;1;6;7
540176;5;4;0;1;7;6
540617;5;4;0;6;1;7
540671;5;4;0;6;7;1
540716;5;4;0;7;1;6
540761;5;4;0;7;6;1
541067;5;4;1;0;6;7
541076;5;4;1;0;7;6
541607;5;4;1;6;0;7
541670;5;4;1;6;7;0
541706;5;4;1;7;0;6
541760;5;4;1;7;6;0
546017;5;4;6;0;1;7
546071;5;4;6;0;7;1
546107;5;4;6;1;0;7
546170;5;4;6;1;7;0
546701;5;4;6;7;0;1
546710;5;4;6;7;1;0
547016;5;4;7;0;1;6
547061;5;4;7;0;6;1
547106;5;4;7;1;0;6
547160;5;4;7;1;6;0
547601;5;4;7;6;0;1
547610;5;4;7;6;1;0
560147;5;6;0;1;4;7
560174;5;6;0;1;7;4
560417;5;6;0;4;1;7
560471;5;6;0;4;7;1
560714;5;6;0;7;1;4
560741;5;6;0;7;4;1
561047;5;6;1;0;4;7
561074;5;6;1;0;7;4
561407;5;6;1;4;0;7
561470;5;6;1;4;7;0
561704;5;6;1;7;0;4
561740;5;6;1;7;4;0
564017;5;6;4;0;1;7
564071;5;6;4;0;7;1
564107;5;6;4;1;0;7
564170;5;6;4;1;7;0
564701;5;6;4;7;0;1
564710;5;6;4;7;1;0
567014;5;6;7;0;1;4
567041;5;6;7;0;4;1
567104;5;6;7;1;0;4
567140;5;6;7;1;4;0
567401;5;6;7;4;0;1
567410;5;6;7;4;1;0
570146;5;7;0;1;4;6
570164;5;7;0;1;6;4
570416;5;7;0;4;1;6
570461;5;7;0;4;6;1
570614;5;7;0;6;1;4
570641;5;7;0;6;4;1
571046;5;7;1;0;4;6
571064;5;7;1;0;6;4
571406;5;7;1;4;0;6
571460;5;7;1;4;6;0
571604;5;7;1;6;0;4
571640;5;7;1;6;4;0
574016;5;7;4;0;1;6
574061;5;7;4;0;6;1
574106;5;7;4;1;0;6
574160;5;7;4;1;6;0
574601;5;7;4;6;0;1
574610;5;7;4;6;1;0
576014;5;7;6;0;1;4
576041;5;7;6;0;4;1
576104;5;7;6;1;0;4
576140;5;7;6;1;4;0
576401;5;7;6;4;0;1
576410;5;7;6;4;1;0
601457;6;0;1;4;5;7
601475;6;0;1;4;7;5
601547;6;0;1;5;4;7
601574;6;0;1;5;7;4
601745;6;0;1;7;4;5
601754;6;0;1;7;5;4
604157;6;0;4;1;5;7
604175;6;0;4;1;7;5
604517;6;0;4;5;1;7
604571;6;0;4;5;7;1
604715;6;0;4;7;1;5
604751;6;0;4;7;5;1
605147;6;0;5;1;4;7
605174;6;0;5;1;7;4
605417;6;0;5;4;1;7
605471;6;0;5;4;7;1
605714;6;0;5;7;1;4
605741;6;0;5;7;4;1
607145;6;0;7;1;4;5
607154;6;0;7;1;5;4
607415;6;0;7;4;1;5
607451;6;0;7;4;5;1
607514;6;0;7;5;1;4
607541;6;0;7;5;4;1
610457;6;1;0;4;5;7
610475;6;1;0;4;7;5
610547;6;1;0;5;4;7
610574;6;1;0;5;7;4
610745;6;1;0;7;4;5
610754;6;1;0;7;5;4
614057;6;1;4;0;5;7
614075;6;1;4;0;7;5
614507;6;1;4;5;0;7
614570;6;1;4;5;7;0
614705;6;1;4;7;0;5
614750;6;1;4;7;5;0
615047;6;1;5;0;4;7
615074;6;1;5;0;7;4
615407;6;1;5;4;0;7
615470;6;1;5;4;7;0
615704;6;1;5;7;0;4
615740;6;1;5;7;4;0
617045;6;1;7;0;4;5
617054;6;1;7;0;5;4
617405;6;1;7;4;0;5
617450;6;1;7;4;5;0
617504;6;1;7;5;0;4
617540;6;1;7;5;4;0
640157;6;4;0;1;5;7
640175;6;4;0;1;7;5
640517;6;4;0;5;1;7
640571;6;4;0;5;7;1
640715;6;4;0;7;1;5
640751;6;4;0;7;5;1
641057;6;4;1;0;5;7
641075;6;4;1;0;7;5
641507;6;4;1;5;0;7
641570;6;4;1;5;7;0
641705;6;4;1;7;0;5
641750;6;4;1;7;5;0
645017;6;4;5;0;1;7
645071;6;4;5;0;7;1
645107;6;4;5;1;0;7
645170;6;4;5;1;7;0
645701;6;4;5;7;0;1
645710;6;4;5;7;1;0
647015;6;4;7;0;1;5
647051;6;4;7;0;5;1
647105;6;4;7;1;0;5
647150;6;4;7;1;5;0
647501;6;4;7;5;0;1
647510;6;4;7;5;1;0
650147;6;5;0;1;4;7
650174;6;5;0;1;7;4
650417;6;5;0;4;1;7
650471;6;5;0;4;7;1
650714;6;5;0;7;1;4
650741;6;5;0;7;4;1
651047;6;5;1;0;4;7
651074;6;5;1;0;7;4
651407;6;5;1;4;0;7
651470;6;5;1;4;7;0
651704;6;5;1;7;0;4
651740;6;5;1;7;4;0
654017;6;5;4;0;1;7
654071;6;5;4;0;7;1
654107;6;5;4;1;0;7
654170;6;5;4;1;7;0
654701;6;5;4;7;0;1
654710;6;5;4;7;1;0
657014;6;5;7;0;1;4
657041;6;5;7;0;4;1
657104;6;5;7;1;0;4
657140;6;5;7;1;4;0
657401;6;5;7;4;0;1
657410;6;5;7;4;1;0
670145;6;7;0;1;4;5
670154;6;7;0;1;5;4
670415;6;7;0;4;1;5
670451;6;7;0;4;5;1
670514;6;7;0;5;1;4
670541;6;7;0;5;4;1
671045;6;7;1;0;4;5
671054;6;7;1;0;5;4
671405;6;7;1;4;0;5
671450;6;7;1;4;5;0
671504;6;7;1;5;0;4
671540;6;7;1;5;4;0
674015;6;7;4;0;1;5
674051;6;7;4;0;5;1
674105;6;7;4;1;0;5
674150;6;7;4;1;5;0
674501;6;7;4;5;0;1
674510;6;7;4;5;1;0
675014;6;7;5;0;1;4
675041;6;7;5;0;4;1
675104;6;7;5;1;0;4
675140;6;7;5;1;4;0
675401;6;7;5;4;0;1
675410;6;7;5;4;1;0
701456;7;0;1;4;5;6
701465;7;0;1;4;6;5
701546;7;0;1;5;4;6
701564;7;0;1;5;6;4
701645;7;0;1;6;4;5
701654;7;0;1;6;5;4
704156;7;0;4;1;5;6
704165;7;0;4;1;6;5
704516;7;0;4;5;1;6
704561;7;0;4;5;6;1
704615;7;0;4;6;1;5
704651;7;0;4;6;5;1
705146;7;0;5;1;4;6
705164;7;0;5;1;6;4
705416;7;0;5;4;1;6
705461;7;0;5;4;6;1
705614;7;0;5;6;1;4
705641;7;0;5;6;4;1
706145;7;0;6;1;4;5
706154;7;0;6;1;5;4
706415;7;0;6;4;1;5
706451;7;0;6;4;5;1
706514;7;0;6;5;1;4
706541;7;0;6;5;4;1
710456;7;1;0;4;5;6
710465;7;1;0;4;6;5
710546;7;1;0;5;4;6
710564;7;1;0;5;6;4
710645;7;1;0;6;4;5
710654;7;1;0;6;5;4
714056;7;1;4;0;5;6
714065;7;1;4;0;6;5
714506;7;1;4;5;0;6
714560;7;1;4;5;6;0
714605;7;1;4;6;0;5
714650;7;1;4;6;5;0
715046;7;1;5;0;4;6
715064;7;1;5;0;6;4
715406;7;1;5;4;0;6
715460;7;1;5;4;6;0
715604;7;1;5;6;0;4
715640;7;1;5;6;4;0
716045;7;1;6;0;4;5
716054;7;1;6;0;5;4
716405;7;1;6;4;0;5
716450;7;1;6;4;5;0
716504;7;1;6;5;0;4
716540;7;1;6;5;4;0
740156;7;4;0;1;5;6
740165;7;4;0;1;6;5
740516;7;4;0;5;1;6
740561;7;4;0;5;6;1
740615;7;4;0;6;1;5
740651;7;4;0;6;5;1
741056;7;4;1;0;5;6
741065;7;4;1;0;6;5
741506;7;4;1;5;0;6
741560;7;4;1;5;6;0
741605;7;4;1;6;0;5
741650;7;4;1;6;5;0
745016;7;4;5;0;1;6
745061;7;4;5;0;6;1
745106;7;4;5;1;0;6
745160;7;4;5;1;6;0
745601;7;4;5;6;0;1
745610;7;4;5;6;1;0
746015;7;4;6;0;1;5
746051;7;4;6;0;5;1
746105;7;4;6;1;0;5
746150;7;4;6;1;5;0
746501;7;4;6;5;0;1
746510;7;4;6;5;1;0
750146;7;5;0;1;4;6
750164;7;5;0;1;6;4
750416;7;5;0;4;1;6
750461;7;5;0;4;6;1
750614;7;5;0;6;1;4
750641;7;5;0;6;4;1
751046;7;5;1;0;4;6
751064;7;5;1;0;6;4
751406;7;5;1;4;0;6
751460;7;5;1;4;6;0
751604;7;5;1;6;0;4
751640;7;5;1;6;4;0
754016;7;5;4;0;1;6
754061;7;5;4;0;6;1
754106;7;5;4;1;0;6
754160;7;5;4;1;6;0
754601;7;5;4;6;0;1
754610;7;5;4;6;1;0
756014;7;5;6;0;1;4
756041;7;5;6;0;4;1
756104;7;5;6;1;0;4
756140;7;5;6;1;4;0
756401;7;5;6;4;0;1
756410;7;5;6;4;1;0
760145;7;6;0;1;4;5
760154;7;6;0;1;5;4
760415;7;6;0;4;1;5
760451;7;6;0;4;5;1
760514;7;6;0;5;1;4
760541;7;6;0;5;4;1
761045;7;6;1;0;4;5
761054;7;6;1;0;5;4
761405;7;6;1;4;0;5
761450;7;6;1;4;5;0
761504;7;6;1;5;0;4
761540;7;6;1;5;4;0
764015;7;6;4;0;1;5
764051;7;6;4;0;5;1
764105;7;6;4;1;0;5
764150;7;6;4;1;5;0
764501;7;6;4;5;0;1
764510;7;6;4;5;1;0
765014;7;6;5;0;1;4
765041;7;6;5;0;4;1
765104;7;6;5;1;0;4
765140;7;6;5;1;4;0
765401;7;6;5;4;0;1
765410;7;6;5;4;1;0
014568;0;1;4;5;6;8
014586;0;1;4;5;8;6
014658;0;1;4;6;5;8
014685;0;1;4;6;8;5
014856;0;1;4;8;5;6
014865;0;1;4;8;6;5
015468;0;1;5;4;6;8
015486;0;1;5;4;8;6
015648;0;1;5;6;4;8
015684;0;1;5;6;8;4
015846;0;1;5;8;4;6
015864;0;1;5;8;6;4
016458;0;1;6;4;5;8
016485;0;1;6;4;8;5
016548;0;1;6;5;4;8
016584;0;1;6;5;8;4
016845;0;1;6;8;4;5
016854;0;1;6;8;5;4
018456;0;1;8;4;5;6
018465;0;1;8;4;6;5
018546;0;1;8;5;4;6
018564;0;1;8;5;6;4
018645;0;1;8;6;4;5
018654;0;1;8;6;5;4
041568;0;4;1;5;6;8
041586;0;4;1;5;8;6
041658;0;4;1;6;5;8
041685;0;4;1;6;8;5
041856;0;4;1;8;5;6
041865;0;4;1;8;6;5
045168;0;4;5;1;6;8
045186;0;4;5;1;8;6
045618;0;4;5;6;1;8
045681;0;4;5;6;8;1
045816;0;4;5;8;1;6
045861;0;4;5;8;6;1
046158;0;4;6;1;5;8
046185;0;4;6;1;8;5
046518;0;4;6;5;1;8
046581;0;4;6;5;8;1
046815;0;4;6;8;1;5
046851;0;4;6;8;5;1
048156;0;4;8;1;5;6
048165;0;4;8;1;6;5
048516;0;4;8;5;1;6
048561;0;4;8;5;6;1
048615;0;4;8;6;1;5
048651;0;4;8;6;5;1
051468;0;5;1;4;6;8
051486;0;5;1;4;8;6
051648;0;5;1;6;4;8
051684;0;5;1;6;8;4
051846;0;5;1;8;4;6
051864;0;5;1;8;6;4
054168;0;5;4;1;6;8
054186;0;5;4;1;8;6
054618;0;5;4;6;1;8
054681;0;5;4;6;8;1
054816;0;5;4;8;1;6
054861;0;5;4;8;6;1
056148;0;5;6;1;4;8
056184;0;5;6;1;8;4
056418;0;5;6;4;1;8
056481;0;5;6;4;8;1
056814;0;5;6;8;1;4
056841;0;5;6;8;4;1
058146;0;5;8;1;4;6
058164;0;5;8;1;6;4
058416;0;5;8;4;1;6
058461;0;5;8;4;6;1
058614;0;5;8;6;1;4
058641;0;5;8;6;4;1
061458;0;6;1;4;5;8
061485;0;6;1;4;8;5
